ID,Type,Titre,Résumé,ISBN,Annee,Pages,Langues,Nouveautée,Couverture-bnum,Nom auteur,Prénom Auteur,Particule - auteur,Nom auteur complet
2272,Littérature étrangère,Apocalypse sur commande,"Des terroristes d'un nouveau genre provoquent des catastrophes
  naturelles. Allons-nous être menacés par des tremblements de terre, des
  éruptions volcaniques ou des raz de marée ? Sur l'écran du célèbre sismologue
  Michael Quercus, tout indique que le dernier tremblement de terre californien
  a été provoqué artificiellement. Les Soldats du Paradis, terroristes
  jusqu'alors inconnus, auraient-ils raison lorsqu'ils affirment être les
  auteurs du cataclysme ? Un deuxième séisme ébranle une petite ville, tuant les
  habitants, abattant les maisons, détruisant les ponts et semant une panique
  meurtrière. Mais que veulent les Soldats du Paradis ? Comment s'y
  prennent-ils et jusqu'où iront-ils ? Et qui peut les arrêter avant
  l'apocalypse ?",9782221132401,2012,457,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2272.webp,FOLLETT,Ken,,Ken FOLLETT
2273,Littérature étrangère,Code zéro,,,2000,,eng,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2273.webp,FOLLETT,Ken,,Ken FOLLETT
2274,Littérature étrangère,Le pays de la liberté,"Depuis sa plus tendre enfance, Mack McAsh passe ses heures de veille au
  fond du puits de la mine de charbon des Jamisson, en Écosse. Il brûle du
  désir de s'évader de cet enfer sur terre. Il trouve un appui inespéré en la
  personne de Lizzie Hallim, une jeune aristocrate aussi belle qu'impulsive,
  qui ne sait comment échapper au poids des traditions et du mariage de
  convention auquel elle a dû consentir. Animé par une inaltérable soif de
  justice, Mack entre en conflit avec son propriétaire, puis avec le gouvernement
  britannique et se voit condamné à la déportation en Amérique. Le destin remet
  alors Mack et Lizzie l'un en face de l'autre, sur une terre de liberté à la
  mesure de leur passion.",9782221124307,2012,343,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2274.webp,FOLLETT,Ken,,Ken FOLLETT
2275,Littérature étrangère,Le scandale Modigliani,"Ils ont entendu parler d'un fabuleux Modigliani perdu et sont prêts à
  tout pour mettre la main dessus : une jeune étudiante en histoire de l'art
  dévorée d'ambition, un marchand de tableaux peu scrupuleux et un galeriste en
  pleine crise financière et conjugale... sans compter quelques faussaires
  ingénieux et une actrice idéaliste venant allégrement pimenter une course
  poursuite échevelée. Qui sortira vainqueur de cette chasse au trésor menée
  tambour battant, de Paris à Rimini, en passant par les quartiers huppés de
  Londres ? Un Ken Follett inédit, enjoué et alerte, qui offre une peinture
  édifiante des coulisses du monde de l'art.",,2011,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2275.webp,FOLLETT,Ken,,Ken FOLLETT
2276,Littérature étrangère,Le siècle - La chute des géants,"Ken Follett nous plonge dans l'une des périodes les plus captivantes et
  les plus violentes de l'Histoire... La grande aventure du XXe siècle, telle
  que personne ne l'a jamais racontée. En 1911, les grandes puissances vivent
  leurs derniers instants d'insouciance. Bientôt la guerre va déferler sur le
  monde... De l'Europe aux États-Unis, du fond des mines du pays de Galles aux
  antichambres du pouvoir soviétique, en passant par les tranchées de la Somme,
  cinq familles vont se croiser, s'unir, se déchirer, au rythme des
  bouleversements de l'Histoire. Passions contrariées, rivalités et intrigues,
  jeux politiques et trahisons... Cette fresque magistrale explore toute la
  gamme des sentiments humains à travers le destin de personnages
  exceptionnels, visionnaires et ambitieux... Billy et Ethel Williams, Lady
  Maud Fitzherbert, Walter von Ulrich, Gus Dewar, Grigori et Lev Pechkov vont
  braver les obstacles et les peurs pour s'aimer, pour survivre, pour tenter de
  changer le cours du monde. Entre sag",9782221122778,2012,908,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2276.webp,FOLLETT,Ken,,Ken FOLLETT
2277,Littérature étrangère,Le siècle 2  - L’hiver du monde,"De l'émergence du IIIe Reich à l'aube de l'ère atomique, la grande
  aventure du XXe siècle telle que personne ne l'a jamais racontée. 1933,
  Hitler s'apprête à prendre le pouvoir : l'Allemagne entame les heures les
  plus sombres de son histoire et va entraîner le monde entier dans la barbarie
  et la destruction. Cinq familles de nationalités différentes, intimement
  liées, vont être emportées par le tourbillon de la Seconde Guerre mondiale.
  Amours contrariées, douloureux secrets, tragédies, coups du sort... Des
  salons du Yacht-Club de Buffalo à Pearl Harbor bombardé, des sentiers des
  Pyrénées espagnoles à Londres sous le Blitz, de Moscou en pleine évacuation à
  Berlin en ruines, le lecteur est projeté au coeur des drames mais aussi des
  joies vécus par ces femmes et ces hommes exceptionnels. Boy Fitzherbert,
  Carla von Ulrich, Lloyd Williams, Daisy Pechkov, Gus Dewar et les autres vont
  chacun à leur manière tenter de faire face au milieu du chaos. Entre épopée
  historique et roman d'espionnage,",9782221134009,2012,877,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2277.webp,FOLLETT,Ken,,Ken FOLLETT
2278,Littérature étrangère,Un monde sans fin,"1327. Quatre enfants sont les
  témoins d'une poursuite meurtrière dans les bois : un chevalier tue deux
  soldats au service de la reine, avant d'enfouir dans le sol une lettre
  mystérieuse, dont le secret pourrait bien mettre en danger la couronne d
  Angleterre. Ce jour scellera à jamais leurs destinées... Gwenda, voleuse
  espiègle, poursuivra un amour impossible ; Caris, libre et passionnée, qui
  rêve d'être médecin, devra défier l'autorité de l'Église, et renoncer à celui
  qu'elle aime ; Merthin deviendra un constructeur de génie mais, ne pouvant
  épouser celle qu'il a toujours désirée, rejoindra l'Italie pour accomplir son
  destin d'architecte ; Ralph son jeune frère dévoré par l'ambition deviendra
  un noble corrompu, prêt à tout pour satisfaire sa soif de pouvoir et de
  vengeance. Prospérités éphémères, famines, guerres cruelles, ravages féroces
  de la peste noire... Appuyée sur une documentation historique remarquable,
  cette fresque épique dépeint avec virtuosité toutes les émotions humaines,",,2017,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2278.webp,FOLLETT,Ken,,Ken FOLLETT
2279,Littérature étrangère,La marque de Windfield,"1866. Un jeune élève du collège de Windfield, non loin de Londres, se
  noie lors d'une escapade qui tourne au drame. Plusieurs garçons sont témoins
  de l'événement. Parmi eux, Edward Pilaster, l'héritier de la fortune des
  Pilaster, une richissime dynastie de banquiers, Hugh Pilaster, un cousin
  pauvre d'Edward, et Micky Miranda, fils d'un grand propriétaire terrien
  d'Amérique du Sud. Ce tragique accident - mais s'agit-il d'un accident ? - et
  les secrets qui l'entourent vont marquer à jamais ces trois garçons. Leurs
  destins ne cesseront plus de s'entrecroiser au fil des rivalités amoureuses
  et des luttes impitoyables pour s'assurer le contrôle de la banque. Bureaux
  lambrissés d'acajou des grands temples de la finance... Bas-fonds où
  gentlemen s'encanaillent dans le jeu ou la débauche... En faisant le récit
  haletant des passions qui déchirent cette famille, Ken Follett redonne vie à
  la fascinante Angleterre victorienne. Dans toute sa splendeur. Dans toute sa
  noirceur.",9782221124314,2012,410,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2279.webp,FOLLETT,Ken,,Ken FOLLETT
2280,Littérature étrangère,Les piliers de la terre,"Au temps des bâtisseurs de cathédrales : redécouvrez la fresque
  monumentale de Ken Follett dans une saga épique en bande dessinée.
  Angleterre, XIIe siècle. Dans un royaume en perdition, morcelé par la guerre
  et affaibli par la famine, Tom, modeste maître bâtisseur, rêve de construire,
  un jour, la plus grandiose des cathédrales... Après avoir perdu son épouse et
  son nouveau-né durant un hiver des plus rudes, il échappe de peu à une mort
  certaine grâce à la troublante Ellen. Cette jeune femme rebelle et solitaire,
  vivant repliée dans la forêt avec son fils Jack, deviendra sa compagne.
  Ensemble, ils prendront la route, bravant le froid et la misère. Pendant ce
  temps, le nourrisson abandonné est recueilli par une communauté de moines en
  proie à une véritable crise religieuse... Didier Alcante (La Bombe, XIII
  Mystery) et Steven Dupré (Kaamelott, aux éditions Casterman) inaugurent avec
  ce premier album une adaptation magistrale du célébrissime roman historique
  de Ken Follett, prévue pour se ",,2005,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2280.webp,FOLLETT,Ken,,Ken FOLLETT
2281,Littérature étrangère,Peur blanche,"Vent de panique sur la Grande-Bretagne : un échantillon du virus Madoba-2
  a disparu du laboratoire Oxenford Medical. Antonia Gallo, ex-flic devenue
  directrice de la sécurité d'Oxenford, craint le pire : entre les mains de
  terroristes, le Madoba-2 est l'une des armes biologiques les plus efficaces
  qui soient. À l'air libre, il contaminerait une ville en quelques heures,
  entraînant la mort de tous ses habitants. À peine Antonia débute-t-elle son
  enquête chez Stanley Oxenford, patron du laboratoire, que le piège se referme
  sur elle : les malfaiteurs séquestrent Stanley et sa famille. Qui sont les
  preneurs d'otages ? Qui sont les commanditaires ? Planifient-ils un crime de
  masse ? Antonia doit agir, et son temps est compté. Elle va vivre les
  quarante-huit heures les plus explosives de son existence. ""Follett met
  toujours dans le mille. Il démarre en trombe et tient parfaitement sur la
  longueur."" Publisher's Weekly ""Il est rarissime de lire un thriller
  intelligent, ceux de Ken Follett le so",9782221132456,2012,397,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2281.webp,FOLLETT,Ken,,Ken FOLLETT
2282,Sciences ,Mon océan écolo,"Longtemps, les hommes ont cru que
  les ressources marines étaient inépuisables. Nous comprenons aujourd'hui
  qu'il n'en est rien. Les Océans couvrent 70 % de la planète et pourtant...
  nous n'en connaissons encore qu'une partie infime alors que l'interaction
  entre mer et terre est permanente. Ainsi 80 % de la pollution marine viennent
  des côtes. C'est donc à nous, terriens, d'agir pour préserver les océans ! Ce
  livre est à la fois informatif et proposition d'action. Vous découvrirez tout
  au long de ces pages un savoir important pour mieux comprendre les océans.
  Mais aussi des gestes pratiques et simples, à réaliser au quotidien, pour que
  chacun d'entre nous soit un véritable citoyen de l'océan.",,2009,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2282.webp,FONTENOY,Maud,,Maud FONTENOY
2283,Littérature étrangère,Canada,"After his parents are arrested and imprisoned for robbing a bank,
  fifteen-year-old Dell Parsons is taken in by Arthur Remlinger who,
  unbeknownst to Dell, is hiding a dark and violent nature that interferes with
  Dell's quest to find grace and peace on the prairie of Saskatchewan.",,2012,,eng,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2283.webp,FORD,Richard,,Richard FORD
2284,Littérature étrangère,Indépendance,,,1995,,eng,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2284.webp,FORD,Richard,,Richard FORD
2285,Littérature étrangère,L'état des lieux,"Une mine d'or surgie de nulle part,
  une prison au petit matin, un chalet isolé au milieu de la forêt, un train
  qui fonce dans la nuit, un vol d'oies blanches au-dessus d'un lac telles sont
  les images qui hantent la mémoire du narrateur de ces nouvelles, denses et
  précises, et toutes situées dans le Montana. Des histoires de chasse, de
  meurtre ou d'adultère, racontées par des gens simples qui s'efforcent de
  survivre, écrasés par les ciels sublimes de l'Ouest américain, en quête d'une
  impossible consolation. Cet admirable recueil de short stories établit
  Richard Ford dans la proximité de Raymond Carver, dont il fut l'ami. En même
  temps, il marque le territoire d'un écrivain singulier, explorateur d'espaces
  intimes (Ma mère, Une saison ardente) et maître du langage (Indépendance).",,2009,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2285.webp,FORD,Richard,,Richard FORD
2286,Littérature étrangère,Un week-end dans le Michigan,"Ce roman raconte l'histoire d'une famille qui, après avoir perdu sa fortune, se retrouve confrontée à la misère. Elle se bat pour survivre, dans un monde où les apparences sont trompeuses.",,2002,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2286.webp,FORD,Richard,,Richard FORD
2287,Littérature française,Sarinagara,"Sarinagara signifie cependant. Ce mot est le dernier d'un des plus
  célèbres poèmes de la littérature japonaise. Lorsqu'il l'écrit, Kobayashi
  Issa vient de perdre son unique enfant : oui, tout est néant, dit-il. Mais
  mystérieusement, Issa ajoute à son poème ce dernier mot dont il laisse la
  signification suspendue dans le vide. L'énigme du mot sarinagara est l'objet
  du roman qui unit trois histoires : celles de Kobayashi Issa (1763-1827), le
  dernier des grands maîtres dans l'art du haïku, de Natsume Sôseki
  (1867-1916), l'inventeur du roman japonais moderne, et de Yamahata Yosuke
  (1917-1966), qui fut le premier à photographier les victimes et les ruines de
  Nagasaki. Ces trois vies rêvées forment la matière dont un individu peut
  parfois espérer survivre à l'épreuve de la vérité la plus déchirante. Loin
  des représentations habituelles du Japon, plus loin encore des discours
  actuels sur le deuil et sur l'art, dans la plus exacte fidélité à une
  expérience qui exige cependant d'être exprimée c",9782070321087,2006,,eng,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2287.webp,FOREST,Philippe,,Philippe FOREST
2288,Littérature française,Au bonheur des chiens,"Ce roman, qui se déroule dans une petite ville de province, raconte l'histoire d'un homme qui, après avoir perdu son amour, se lance dans une quête pour le retrouver. Il est confronté à des dilemmes moraux, à des doutes, et à une vérité qui va le bouleverser.",9782070375349,1982,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2288.webp,FORLANI,Remo,,Remo FORLANI
2289,Biographie,Van Gogh ou l'enterrement dans les blés,"Pas une biographie comme les autres mais, à partir de la question
  fondamentale : qui a tué Van Gogh?, une analyse toute en nuance, en émotion
  et en intuition sur le drame intérieur de l'homme et de l'artiste.",,1983,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2289.webp,FORRESTER,Viviane,,Viviane FORRESTER
2290,Sciences humaines,L'horreur économique,"Nous vivons au sein d'un leurre magistral, d'un monde disparu que des
  politiques artificielles prétendent perpétuer. Nos concepts du travail et par
  là du chômage, autour desquels la politique se joue (ou prétend se jouer)
  n'ont plus de substance: des millions de vies sont ravagés, des destins sont
  anéantis par cet anachronisme. L'imposture générale continue d'imposer les
  systèmes d'une société périmée afin que passe inaperçue une nouvelle forme de
  civilisation qui déjà pointe, où seul un très faible pourcentage de la
  population terrestre trouvera des fonctions. L'extinction du travail passe
  pour une simple éclipse alors que, pour la première fois dans l'Histoire,
  l'ensemble des êtres humains est de moins en moins nécessaire au petit nombre
  qui façonne l'économie et détient le pouvoir. Nous découvrons qu'au-delà de
  l'exploitation des hommes, il y avait pire, et que, devant le fait de n'être
  plus même exploitable, la foule des hommes tenus pour superflus peut
  trembler, et chaque homme da",,1996,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2290.webp,FORRESTER,Viviane,,Viviane FORRESTER
2291,Ethnographie / Biographie,"Noël, une histoire de dingue","Ce roman humoristique raconte l'histoire d'une famille qui, après avoir perdu sa fortune, se retrouve confrontée à la misère. Elle se bat pour survivre, dans un monde où les apparences sont trompeuses.",9782373852417,2021,169,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2291.webp,FORSYTH,Mark,,Mark FORSYTH
2292,Art,En attendant Robert Capa,"Dans les années 30, Gerta Pohorylle,
  Juive allemande, fuit son pays pour Paris. Elle y rencontre le tout jeune
  André Friedmann, Hongrois antifasciste et photographe passionné, qui l'initie
  à son art. Après s'être inventé de nouvelles identités, Robert Capa et Gerda
  Taro, tous deux se rendent sur le front espagnol, gravant sur pellicule les
  atrocités du franquisme et leur légende en noir et blanc.",9782264055293,2012,237,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2292.webp,FORTES,Susana,,Susana FORTES
2293,Ethnographie / Biographie,Gorilles dans la brume,"Une source importante d'informations
  sur les gorilles de montagnes, leur comportement, leur organisation familiale
  et sociale.",,1983,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2293.webp,FOSSEY,Dian,,Dian FOSSEY
2294,Littérature française,Baisers de cinéma,"Mon père était photographe de plateau. Dans les années soixante, on le croisait aux studios de Boulogne en compagnie de jeunes gens qui s'exerçaient à vivre de leurs rêves. Il y avait là Nestor Kapoulos, Jean-Louis Huchet, Eric de Max, Mucir et bien sûr Gaby Noël, des noms connus des seuls amateurs de génériques. La caméra régnait alors en maître. Elle buvait tout du mouvement et mon père se faisait discret pour figer les artistes dans leur plus belle expression. Les meilleurs clichés apparaissaient dans Cinémonde. La plupart finissaient placardés sur les murs du Grand Rex ou de l'Atrium, sous des protections de verre ou à même le regard des badauds qui parfois les volaient. Je crois que mon père avait l’œil. Il savait saisir une défaillance, une colère muette, la trace infime d'un incident de tournage sur un visage très pur. On aurait dit qu'il pressentait chez les comédiens leurs moments d'abandon, leur peur de n'être pas à la hauteur du film, du metteur en scène ou seulement de leur propre image.
",,2007,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2294.webp,FOTTORINO,Eric,,Eric FOTTORINO
2295,Littérature française,Korsakov,474 p. ; 21 cm,,2004,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2295.webp,FOTTORINO,Eric,,Eric FOTTORINO
2297,Littérature française,Cœur d'Afrique,"Ce roman, qui se déroule en Afrique, raconte l'histoire d'un homme qui, après avoir perdu son amour, se lance dans une quête pour le retrouver. Il est confronté à des dilemmes moraux, à des doutes, et à une vérité qui va le bouleverser.",9782070444649,1997,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2297.webp,FOTTORINO,Éric,,Éric FOTTORINO
2298,Littérature française,L'homme qui m'aimait tout bas,"Ce roman raconte l'histoire d'une femme qui, après avoir été abandonnée par son mari, se retrouve seule pour élever ses enfants. Elle est confrontée à la solitude, à la mort, et à une nouvelle vie.",,2009,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2298.webp,FOTTORINO,Éric,,Éric FOTTORINO
2299,Littérature étrangère,Récits d'une vie fugitive,"Ce roman autobiographique retrace l'enfance de l'auteur en Chine. Il explore ses souvenirs, ses premières expériences, et son rapport à la guerre, avec un ton à la fois drôle et poétique.",,1986,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2299.webp,FOU,Chen,,Chen FOU
2300,Ethnographie / Biographie,Le chant maléfique,"Ce roman policier se déroule à Paris, où un détective privé enquête sur le meurtre d'une femme. Il est confronté à un monde de violence, de corruption et de trahison, dans une ambiance de roman noir.",9791026907626,2024,0,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2300.webp,FOUASSIER,Eric,,Eric FOUASSIER
2301,Ethnographie / Biographie,Le piège de verre,"Palais de Rouen, 569. Galswinthe, la jeune épouse de Chilpéric, l’un des
  trois petits-fils de Clovis, meurt étouffée dans sa chambre. Juste après, son
  assassin est retrouvé poignardé... Quatre ans plus tard, la sœur de
  Galswinthe, la reine Brunehilde d’Austrasie, est persuadée que toute la
  lumière n’a pas été faite sur cette tragique affaire. Elle charge Arsenius
  Pontius, un jeune lettré gallo-roman, de se rendre à Rouen pour enquêter en
  toute discrétion. Sur place, Wintrude, une ancienne princesse thuringienne
  devenue esclave des Francs, lui apporte des informations essentielles. La
  jeune femme, indirectement mêlée au meurtre de Galwsinthe, a dû se placer
  sous la protection de l’Église pour échapper à des proches de Chilpéric, qui
  cherchent à la réduire au silence... Victime lui-même d’une tentative de
  meurtre, Arsenius apprend qu’un conflit est sur le point d’éclater entre
  Neustrie et Austrasie. Dès lors, Wintrude et lui n’ont plus le choix : ils
  doivent faire éclater la vérité avant",9782709663663,2019,504,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2301.webp,FOUASSIER,Eric,,Eric FOUASSIER
2302,Ethnographie / Biographie,Le bureau des affaires occultes,"Ce roman policier se déroule à Paris, où un détective privé enquête sur le meurtre d'une femme. Il est confronté à un monde de violence, de corruption et de trahison, dans une ambiance de roman noir.",9782298178777,2022,0,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2302.webp,FOUASSIER,Eric,,Eric FOUASSIER
2303,Art,L'Opéra de Paris,"Cet essai historique retrace l'histoire de l'Opéra de Paris, de sa fondation à nos jours. L'auteur y explore l'architecture, la décoration, et les spectacles qui ont marqué l'histoire de l'Opéra.",,2008,860,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2303.webp,FOUCART,Bruno,,Bruno FOUCART
2304,Sciences humaines,Une société en quête de sens,"Même si le chômage recule et la
  prospérité revient, saurons-nous mieux répartir les fruits de la croissance?
  L'exclusion n'est-elle pas à notre monde ce que la question ouvrière fut à la
  société d'hier ? La crise de l'emploi, dont nous ne sommes pas encore sortis,
  ne peut être dissociée de deux autres crises : celle du lien social et celle
  du sens. Pour y remédier, une bonne conjoncture ou des mesures purement
  techniques ne suffisent pas. Davantage de coopération, plus d'initiative : il
  faut que la société s'anime, il faut qu'elle accepte de nouvelles contraintes
  et organise une meilleure expression des conflits. Une analyse profonde et
  sans concession des vices de notre société.",9782738109026,2000,302,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2304.webp,FOUCAULD (de) J-B/PIVETEAU D,,,FOUCAULD (de) J-B/PIVETEAU D
2305,Philosophie,Histoire de la sexualité :1.La volonté de savoir,"Dans Folioplus philosophie, le texte philosophique, associé une oeuvre
  d'art qui l'éclaire et le questionne, est suivi dossier organisé en six
  points. Les mots du texte : pouvoir, sexualité ; L'œuvre dans l'histoire des
  idées ; La figure du philosophe ; Deux questions posées au texte : qu'est-ce
  qu'un pouvoir s'exerçant sur la vie ? Sommes-nous libres de nos désirs ;
  Groupement de textes : écrire la sexualité ; Prolongements",9782070338900,2006,138,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2305.webp,FOUCAULT,Michel,,Michel FOUCAULT
2306,Philosophie,Les mots et les choses,Archéologie des 16e et 17e siècles.,,1970,,eng,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2306.webp,FOUCAULT,Michel,,Michel FOUCAULT
2307,Psychologie,Histoire de la folie à l'âge classique,Édition du premier titre,,1972,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2307.webp,FOUCAULT,Michel,,Michel FOUCAULT
2308,Histoire,Oradour,"Le 10 juin 1944, 642 habitants d'Oradour-sur-Glane ont été massacrés par
  la division allemande Das Reich. Ces hommes fusillés, ces femmes et enfants
  brûlés vifs dans l'église sont devenus le symbole de la barbarie nazie sur le
  territoire français. On comprend que l'émotion ait longtemps pris le pas sur
  l'analyse historique. L'horreur ne saurait avoir de "" raisons ""
  d'être, mais les circonstances, parfois, la portent à son paroxysme. Or, de
  l'enlèvement de l'officier SS Helmut Kämpfe à la veille des exactions au
  procès de 1953 où les Malgré-Nous, Alsaciens enrôlés de force sous l'uniforme
  allemand, ont été jugés, des zones d'ombre demeurent. En s'appuyant sur des
  archives et des témoignages inédits – tels celui du fils du "" bourreau
  d'Oradour "" Adolf Diekmann et celui d'un Malgré-Nous qui s'exprime pour
  la première fois –, ce livre nous apporte de nouveaux éclairages. Fort de son
  expérience de reporter de guerre, Régis Le Sommier nous replonge dans le
  climat explosif du moment : la déri",,2001,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2308.webp,FOUCHE,Jean-Jacques,,Jean-Jacques FOUCHE
2309,Poésie,Anthologie thématique de la poésie française,"Cette anthologie thématique de la poésie française explore les thèmes de l'amour, de la mort, et de la nature. Elle rassemble les poèmes les plus célèbres de la littérature française, dans un style à la fois simple et profond.",,1975,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2309.webp,FOUCHET,Max-Pol,,Max-Pol FOUCHET
2310,Histoire,Les trente glorieuses,"On peut appeler "" glorieuses "" les trente années pendant
  lesquelles le peuple français a été affranchi des grandes contraintes de la
  rareté millénaire, a triplé son niveau de vie et le pouvoir d'achat des
  salaires les plus faibles, a profondément transformé son genre de vie. Jean
  Fourastié, qui a intensément vécu toute cette période en témoin attentif et
  informé _ ses travaux sur la France et le monde moderne ont une autorité
  internationale _, fait ici l'histoire économique, sociale et culturelle de
  cette période, mettant en évidence les mécanismes essentiels de l'évolution
  et sans dissimuler, au contraire, les désillusions, les troubles et les
  inquiétudes qui sont aujourd'hui les nôtres. Son livre est devenu un
  véritable classique. Membre de l'Institut, directeur à l'Ecole pratique des
  hautes études, Jean Fourastié (1907-1990) a suivi pendant vingt-cinq ans les
  travaux du Commissariat au Plan. Parmi ses ouvrages: L'Economie française
  dans le monde, Le Grand Espoir au XXe siècle, Les C",,1998,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2310.webp,FOURASTIE,Jean,,Jean FOURASTIE
2311,Théatre,"Où on va, papa ?","Ce roman autobiographique retrace l'histoire de l'auteur, un homme qui, après la mort de ses parents, doit vider leur maison. Il est confronté à ses souvenirs, à ses secrets, et à une vérité qui va le bouleverser.",,2008,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2311.webp,FOURNIER,Jean-Louis,,Jean-Louis FOURNIER
2312,Sciences humaines,La France sous nos yeux,"L’épidémie de coronavirus et
  l’expérience du confinement généralisé ont confronté notre pays à une épreuve
  inédite et singulière. Fait social total, la propagation du virus a mis à
  l’arrêt l’économie, bouleversé l’agenda gouvernemental et notre vie quotidienne.
  Durant cette période très particulière, l’IFOP, à l’initiative de Jérôme
  Fourquet, a réalisé une série d’enquêtes quantitatives visant à donner la
  mesure du niveau d’inquiétude de la population, du jugement porté par elle
  sur l’action des pouvoirs publics et de la façon dont ont été appliquées les
  consignes sanitaires. Mais, parallèlement à cette batterie d’enquêtes
  inédites, l’institut a également déployé, avec Le Point et la Fondation
  Jean-Jaurès, un dispositif d’observation au long cours : 33 Françaises et
  Français de toutes conditions, de tous âges et régions ont été suivis par
  l’équipe d’enquêteurs pendant plusieurs semaines. Comment les Français
  ont-ils réagi à l'évolution de l'épidémie et quelles sont leurs attentes
  maint",,2021,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2312.webp,FOURQUET,Jérome,,Jérome FOURQUET
